Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 10,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatRangeMinMax,Magic Number,The method contains a magic number: 20,76
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatSmallestValues,Magic Number,The method contains a magic number: 10,107
commons-validator,org.apache.commons.validator.routines,FloatValidatorTest,testFloatValidatorMethods,Magic Number,The method contains a magic number: 12345,136
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,checkIBAN,Complex Method,Cyclomatic complexity of the method is 9,198
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,fmtRE,Magic Number,The method contains a magic number: 2,257
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,fmtRE,Magic Number,The method contains a magic number: 3,257
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,fmtRE,Magic Number,The method contains a magic number: 4,257
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,fmtRE,Magic Number,The method contains a magic number: 2,257
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,formatToRE,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@2828957f,292
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,main,Long Statement,The length of the statement "System.out.println("Please load the file " + ibanTsv.getCanonicalPath() + " from https://www.swift.com/standards/data-standards/iban");" is 135.,306
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetDefaultValidator1,Magic Number,The method contains a magic number: 15,352
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLC,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> validator.setValidator("gb"`15`"GB"));" is 126.,364
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLC,Magic Number,The method contains a magic number: 15,364
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen35,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> validator.setValidator("GB"`35`"GB"));" is 126.,378
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen35,Magic Number,The method contains a magic number: 35,378
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen7,Long Statement,The length of the statement "final IllegalArgumentException thrown=assertThrows(IllegalArgumentException.class`() -> validator.setValidator("GB"`7`"GB"));" is 125.,385
commons-validator,org.apache.commons.validator.routines,IBANValidatorTest,testSetValidatorLen7,Magic Number,The method contains a magic number: 7,385
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Method,The method has 474 lines of code.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:DB8:0:0:8:800:200C:417A")`"IPV6 2001:DB8:0:0:8:800:200C:417A should be valid");" is 126.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:DB8:0:0:8:800:200C:417A:221")`"IPV6 2001:DB8:0:0:8:800:200C:417A:221 should be invalid");" is 137.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0000:1234:0000:0000:C1C0:ABCD:0876")`"IPV6 2001:0000:1234:0000:0000:C1C0:ABCD:0876 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("3ffe:0b00:0000:0000:0001:0000:0000:000a")`"IPV6 3ffe:0b00:0000:0000:0001:0000:0000:000a should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("FF02:0000:0000:0000:0000:0000:0000:0001")`"IPV6 FF02:0000:0000:0000:0000:0000:0000:0001 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("0000:0000:0000:0000:0000:0000:0000:0001")`"IPV6 0000:0000:0000:0000:0000:0000:0000:0001 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("0000:0000:0000:0000:0000:0000:0000:0000")`"IPV6 0000:0000:0000:0000:0000:0000:0000:0000 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("02001:0000:1234:0000:0000:C1C0:ABCD:0876")`"IPV6 02001:0000:1234:0000:0000:C1C0:ABCD:0876 should be invalid");" is 153.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:0000:1234:0000:00001:C1C0:ABCD:0876")`"IPV6 2001:0000:1234:0000:00001:C1C0:ABCD:0876 should be invalid");" is 153.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:0000:1234:0000:0000:C1C0:ABCD:0876 0")`"IPV6 2001:0000:1234:0000:0000:C1C0:ABCD:0876 0 should be invalid");" is 155.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:0000:1234: 0000:0000:C1C0:ABCD:0876")`"IPV6 2001:0000:1234: 0000:0000:C1C0:ABCD:0876 should be invalid");" is 153.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("3ffe:0b00:0000:0001:0000:0000:000a")`"IPV6 3ffe:0b00:0000:0001:0000:0000:000a should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("FF02:0000:0000:0000:0000:0000:0000:0000:0001")`"IPV6 FF02:0000:0000:0000:0000:0000:0000:0000:0001 should be invalid");" is 161.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::1111:2222:3333:4444:5555:6666::")`"IPV6 ::1111:2222:3333:4444:5555:6666:: should be invalid");" is 139.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("fe80::217:f2ff:254.7.237.98")`"IPV6 fe80::217:f2ff:254.7.237.98 should be valid");" is 124.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:1:1:1:1:1:255Z255X255Y255")`"IPV6 2001:1:1:1:1:1:255Z255X255Y255 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("0:0:0:0:0:FFFF:129.144.52.38")`"IPV6 0:0:0:0:0:FFFF:129.144.52.38 should be valid");" is 126.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("fe80:0:0:0:204:61ff:254.157.241.86")`"IPV6 fe80:0:0:0:204:61ff:254.157.241.86 should be valid");" is 138.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("fe80::204:61ff:254.157.241.86")`"IPV6 fe80::204:61ff:254.157.241.86 should be valid");" is 128.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1.2.3.4:1111:2222:3333:4444::5555")`"IPV6 1.2.3.4:1111:2222:3333:4444::5555 should be invalid");" is 139.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1.2.3.4:1111:2222:3333::5555")`"IPV6 1.2.3.4:1111:2222:3333::5555 should be invalid");" is 129.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("fe80:0000:0000:0000:0204:61ff:254.157.241.086")`"IPV6 fe80:0000:0000:0000:0204:61ff:254.157.241.086 should be invalid");" is 163.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:1.2.3.4")`"IPV6 XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:1.2.3.4 should be invalid");" is 147.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:00.00.00.00")`"IPV6 1111:2222:3333:4444:5555:6666:00.00.00.00 should be invalid");" is 155.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:000.000.000.000")`"IPV6 1111:2222:3333:4444:5555:6666:000.000.000.000 should be invalid");" is 163.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:256.256.256.256")`"IPV6 1111:2222:3333:4444:5555:6666:256.256.256.256 should be invalid");" is 163.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("fe80:0000:0000:0000:0204:61ff:fe9d:f156")`"IPV6 fe80:0000:0000:0000:0204:61ff:fe9d:f156 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("fe80:0:0:0:204:61ff:fe9d:f156")`"IPV6 fe80:0:0:0:204:61ff:fe9d:f156 should be valid");" is 128.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444::5555:")`"IPV6 1111:2222:3333:4444::5555: should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address(":1111:2222:3333:4444::5555")`"IPV6 :1111:2222:3333:4444::5555 should be invalid");" is 125.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:85a3:0000:0000:8a2e:0370:7334")`"IPV6 2001:0db8:85a3:0000:0000:8a2e:0370:7334 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:db8:85a3:0:0:8a2e:370:7334")`"IPV6 2001:db8:85a3:0:0:8a2e:370:7334 should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:db8:85a3::8a2e:370:7334")`"IPV6 2001:db8:85a3::8a2e:370:7334 should be valid");" is 126.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:0000:0000:0000:0000:1428:57ab")`"IPV6 2001:0db8:0000:0000:0000:0000:1428:57ab should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:0000:0000:0000::1428:57ab")`"IPV6 2001:0db8:0000:0000:0000::1428:57ab should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:0:0:0:0:1428:57ab")`"IPV6 2001:0db8:0:0:0:0:1428:57ab should be valid");" is 124.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:1234:0000:0000:0000:0000:0000")`"IPV6 2001:0db8:1234:0000:0000:0000:0000:0000 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("2001:0db8:1234:ffff:ffff:ffff:ffff:ffff")`"IPV6 2001:0db8:1234:ffff:ffff:ffff:ffff:ffff should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:db8:85a3::8a2e:37023:7334")`"IPV6 2001:db8:85a3::8a2e:37023:7334 should be invalid");" is 133.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("2001:db8:85a3::8a2e:370k:7334")`"IPV6 2001:db8:85a3::8a2e:370k:7334 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:8888")`"IPV6 1111:2222:3333:4444:5555:6666:7777:8888 should be valid");" is 148.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777::")`"IPV6 1111:2222:3333:4444:5555:6666:7777:: should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666::")`"IPV6 1111:2222:3333:4444:5555:6666:: should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555::")`"IPV6 1111:2222:3333:4444:5555:: should be valid");" is 122.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666::8888")`"IPV6 1111:2222:3333:4444:5555:6666::8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555::8888")`"IPV6 1111:2222:3333:4444:5555::8888 should be valid");" is 130.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555::7777:8888")`"IPV6 1111:2222:3333:4444:5555::7777:8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444::7777:8888")`"IPV6 1111:2222:3333:4444::7777:8888 should be valid");" is 130.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444::6666:7777:8888")`"IPV6 1111:2222:3333:4444::6666:7777:8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333::6666:7777:8888")`"IPV6 1111:2222:3333::6666:7777:8888 should be valid");" is 130.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333::5555:6666:7777:8888")`"IPV6 1111:2222:3333::5555:6666:7777:8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::5555:6666:7777:8888")`"IPV6 1111:2222::5555:6666:7777:8888 should be valid");" is 130.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::4444:5555:6666:7777:8888")`"IPV6 1111:2222::4444:5555:6666:7777:8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::4444:5555:6666:7777:8888")`"IPV6 1111::4444:5555:6666:7777:8888 should be valid");" is 130.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::4444:5555:6666:7777:8888")`"IPV6 ::4444:5555:6666:7777:8888 should be valid");" is 122.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::3333:4444:5555:6666:7777:8888")`"IPV6 1111::3333:4444:5555:6666:7777:8888 should be valid");" is 140.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::3333:4444:5555:6666:7777:8888")`"IPV6 ::3333:4444:5555:6666:7777:8888 should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::2222:3333:4444:5555:6666:7777:8888")`"IPV6 ::2222:3333:4444:5555:6666:7777:8888 should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:123.123.123.123")`"IPV6 1111:2222:3333:4444:5555:6666:123.123.123.123 should be valid");" is 160.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444:5555::123.123.123.123")`"IPV6 1111:2222:3333:4444:5555::123.123.123.123 should be valid");" is 152.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444::123.123.123.123")`"IPV6 1111:2222:3333:4444::123.123.123.123 should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333::123.123.123.123")`"IPV6 1111:2222:3333::123.123.123.123 should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::123.123.123.123")`"IPV6 1111:2222::123.123.123.123 should be valid");" is 122.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333:4444::6666:123.123.123.123")`"IPV6 1111:2222:3333:4444::6666:123.123.123.123 should be valid");" is 152.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333::6666:123.123.123.123")`"IPV6 1111:2222:3333::6666:123.123.123.123 should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::6666:123.123.123.123")`"IPV6 1111:2222::6666:123.123.123.123 should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::6666:123.123.123.123")`"IPV6 1111::6666:123.123.123.123 should be valid");" is 122.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222:3333::5555:6666:123.123.123.123")`"IPV6 1111:2222:3333::5555:6666:123.123.123.123 should be valid");" is 152.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::5555:6666:123.123.123.123")`"IPV6 1111:2222::5555:6666:123.123.123.123 should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::5555:6666:123.123.123.123")`"IPV6 1111::5555:6666:123.123.123.123 should be valid");" is 132.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::5555:6666:123.123.123.123")`"IPV6 ::5555:6666:123.123.123.123 should be valid");" is 124.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111:2222::4444:5555:6666:123.123.123.123")`"IPV6 1111:2222::4444:5555:6666:123.123.123.123 should be valid");" is 152.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::4444:5555:6666:123.123.123.123")`"IPV6 1111::4444:5555:6666:123.123.123.123 should be valid");" is 142.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::4444:5555:6666:123.123.123.123")`"IPV6 ::4444:5555:6666:123.123.123.123 should be valid");" is 134.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("1111::3333:4444:5555:6666:123.123.123.123")`"IPV6 1111::3333:4444:5555:6666:123.123.123.123 should be valid");" is 152.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertTrue(validator.isValidInet6Address("::2222:3333:4444:5555:6666:123.123.123.123")`"IPV6 ::2222:3333:4444:5555:6666:123.123.123.123 should be valid");" is 154.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:XXXX")`"IPV6 XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:XXXX:XXXX should be invalid");" is 151.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:8888:9999")`"IPV6 1111:2222:3333:4444:5555:6666:7777:8888:9999 should be invalid");" is 161.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777:8888::")`"IPV6 1111:2222:3333:4444:5555:6666:7777:8888:: should be invalid");" is 155.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("::2222:3333:4444:5555:6666:7777:8888:9999")`"IPV6 ::2222:3333:4444:5555:6666:7777:8888:9999 should be invalid");" is 155.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666:7777")`"IPV6 1111:2222:3333:4444:5555:6666:7777 should be invalid");" is 141.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555:6666")`"IPV6 1111:2222:3333:4444:5555:6666 should be invalid");" is 131.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:5555")`"IPV6 1111:2222:3333:4444:5555 should be invalid");" is 121.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("11112222:3333:4444:5555:6666:7777:8888")`"IPV6 11112222:3333:4444:5555:6666:7777:8888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:22223333:4444:5555:6666:7777:8888")`"IPV6 1111:22223333:4444:5555:6666:7777:8888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:33334444:5555:6666:7777:8888")`"IPV6 1111:2222:33334444:5555:6666:7777:8888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:44445555:6666:7777:8888")`"IPV6 1111:2222:3333:44445555:6666:7777:8888 should be invalid");" is 149.,84
commons-validator,org.apache.commons.validator.routines,InetAddressValidatorTest,testIPv6,Long Statement,The length of the statement "assertFalse(validator.isValidInet6Address("1111:2222:3333:4444:55556666:7777:8888")`"IPV6 1111:2222:3333:4444:55556666:7777:8888 should be invalid");" is 149.,84
