Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigitTest,testZeroSum,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.routines.checkdigit,VerhoeffCheckDigitTest,testZeroSum,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testClone,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testClone,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testEqualsObject,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testEqualsObject,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testIsOnOff,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-validator,org.apache.commons.validator.util,FlagsTest,testToString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOff,Empty test,The tool detected the smell in this test method because the test is empty.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOnOff,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-validator,org.apache.commons.validator.util,FlagsTest,testTurnOnOff,Empty test,The tool detected the smell in this test method because the test is empty.
